InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
887,806,806,767,3,3006,3006,20,10,2013-01-16,12465,false,null,null,"Suite 13, 808 Riutta Street",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1937""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:50:00"",""ConNote"":""EAN-125-1937"",""DriverID"":13,""Latitude"":41.7749592,""Longitude"":-107.1131030,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:50:00"",""ReceivedBy"":""Shi Tu""}",2013-01-17T09:50:00.000+0000,Shi Tu,13,2013-01-17T07:00:00.000+0000
888,823,823,867,3,3023,3023,8,10,2013-01-16,15978,false,null,null,"Unit 9, 266 Shenoy Road",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1938""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T09:55:00"",""ConNote"":""EAN-125-1938"",""DriverID"":13,""Latitude"":42.4788677,""Longitude"":-94.7188696,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T09:55:00"",""ReceivedBy"":""Francisca Laureano""}",2013-01-17T09:55:00.000+0000,Francisca Laureano,13,2013-01-17T07:00:00.000+0000
889,910,910,884,3,3110,3110,2,10,2013-01-16,16584,false,null,null,"Unit 18, 469 Valbe Road",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1939""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:00:00"",""ConNote"":""EAN-125-1939"",""DriverID"":13,""Latitude"":29.3791112,""Longitude"":-90.2600787,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:00:00"",""ReceivedBy"":""Elina Kaleja""}",2013-01-17T10:00:00.000+0000,Elina Kaleja,13,2013-01-17T07:00:00.000+0000
890,963,963,880,3,3163,3163,13,10,2013-01-16,15912,false,null,null,"Unit 26, 33 Rezaei Boulevard",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1940""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:05:00"",""ConNote"":""EAN-125-1940"",""DriverID"":13,""Latitude"":35.8487128,""Longitude"":-98.4369111,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-17T10:05:00"",""ReceivedBy"":""Be Trang""}",2013-01-17T10:05:00.000+0000,Be Trang,13,2013-01-17T07:00:00.000+0000
891,987,987,896,3,3187,3187,8,10,2013-01-16,15926,false,null,null,"Shop 6, 372 Ghatak Crescent",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1941""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:10:00"",""ConNote"":""EAN-125-1941"",""DriverID"":13,""Latitude"":33.8262286,""Longitude"":-93.9610220,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:10:00"",""ReceivedBy"":""Akhil Nadar""}",2013-01-17T10:10:00.000+0000,Akhil Nadar,13,2013-01-17T07:00:00.000+0000
892,987,987,899,3,3187,3187,15,10,2013-01-16,16038,false,null,null,"Shop 6, 372 Ghatak Crescent",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1942""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:15:00"",""ConNote"":""EAN-125-1942"",""DriverID"":13,""Latitude"":33.8262286,""Longitude"":-93.9610220,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:15:00"",""ReceivedBy"":""Akhil Nadar""}",2013-01-17T10:15:00.000+0000,Akhil Nadar,13,2013-01-17T07:00:00.000+0000
893,997,997,877,3,3197,3197,6,10,2013-01-16,10327,false,null,null,"Unit 7, 1746 Das Avenue",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-16T12:00:00"",""ConNote"":""EAN-125-1943""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-17T10:20:00"",""ConNote"":""EAN-125-1943"",""DriverID"":13,""Latitude"":26.6761772,""Longitude"":-80.0739309,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-17T10:20:00"",""ReceivedBy"":""Nada Ana Slosar""}",2013-01-17T10:20:00.000+0000,Nada Ana Slosar,13,2013-01-17T07:00:00.000+0000
894,969,969,866,3,3169,3169,16,10,2013-01-17,19909,false,null,null,"Suite 8, 1532 Dewangan Street",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1944""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:05:00"",""ConNote"":""EAN-125-1944"",""DriverID"":16,""Latitude"":40.4033346,""Longitude"":-95.5985986,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:05:00"",""ReceivedBy"":""Staffan Persson""}",2013-01-18T07:05:00.000+0000,Staffan Persson,16,2013-01-18T07:00:00.000+0000
895,170,1,903,3,1339,1001,16,10,2013-01-17,18131,false,null,null,"Unit 109, 1568 Srisati Boulevard",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1945""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:10:00"",""ConNote"":""EAN-125-1945"",""DriverID"":16,""Latitude"":40.8884329,""Longitude"":-73.8281895,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:10:00"",""ReceivedBy"":""Daniella Barbosa""}",2013-01-18T07:10:00.000+0000,Daniella Barbosa,16,2013-01-18T07:00:00.000+0000
896,980,980,904,3,3180,3180,13,10,2013-01-17,15597,false,null,null,"Shop 13, 419 Brkic Crescent",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1946""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:15:00"",""ConNote"":""EAN-125-1946"",""DriverID"":16,""Latitude"":44.6994307,""Longitude"":-88.5453795,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:15:00"",""ReceivedBy"":""Om Yadav""}",2013-01-18T07:15:00.000+0000,Om Yadav,16,2013-01-18T07:00:00.000+0000
897,936,936,905,3,3136,3136,3,10,2013-01-17,14036,false,null,null,"Unit 31, 413 Wattanasin Boulevard",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1947""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:20:00"",""ConNote"":""EAN-125-1947"",""DriverID"":16,""Latitude"":33.4147680,""Longitude"":-111.9093095,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:20:00"",""ReceivedBy"":""Ludmila Smidova""}",2013-01-18T07:20:00.000+0000,Ludmila Smidova,16,2013-01-18T07:00:00.000+0000
898,803,803,906,3,3003,3003,3,10,2013-01-17,18204,false,null,null,"Unit 7, 844 Magnusson Lane",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1948""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:25:00"",""ConNote"":""EAN-125-1948"",""DriverID"":16,""Latitude"":40.8657308,""Longitude"":-120.4602262,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:25:00"",""ReceivedBy"":""Bala Dixit""}",2013-01-18T07:25:00.000+0000,Bala Dixit,16,2013-01-18T07:00:00.000+0000
899,98,1,907,3,1195,1001,15,10,2013-01-17,14474,false,null,null,"Unit 30, 1437 Ahmadian Avenue",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1949""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:30:00"",""ConNote"":""EAN-125-1949"",""DriverID"":16,""Latitude"":32.7920000,""Longitude"":-115.5630514,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:30:00"",""ReceivedBy"":""Timea Peto""}",2013-01-18T07:30:00.000+0000,Timea Peto,16,2013-01-18T07:00:00.000+0000
900,421,401,908,3,2041,2001,13,10,2013-01-17,18082,false,null,null,"Unit 17, 1985 Flamand Lane",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1950""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:35:00"",""ConNote"":""EAN-125-1950"",""DriverID"":16,""Latitude"":31.9534835,""Longitude"":-86.3138546,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:35:00"",""ReceivedBy"":""Nishant Patil""}",2013-01-18T07:35:00.000+0000,Nishant Patil,16,2013-01-18T07:00:00.000+0000
901,987,987,909,3,3187,3187,6,10,2013-01-17,19921,false,null,null,"Shop 6, 372 Ghatak Crescent",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1951""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:40:00"",""ConNote"":""EAN-125-1951"",""DriverID"":16,""Latitude"":33.8262286,""Longitude"":-93.9610220,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:40:00"",""ReceivedBy"":""Akhil Nadar""}",2013-01-18T07:40:00.000+0000,Akhil Nadar,16,2013-01-18T07:00:00.000+0000
902,943,943,910,3,3143,3143,16,10,2013-01-17,10470,false,null,null,"Unit 23, 1577 Lam Lane",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1952""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:45:00"",""ConNote"":""EAN-125-1952"",""DriverID"":16,""Latitude"":33.8273947,""Longitude"":-78.6427922,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:45:00"",""ReceivedBy"":""Drazenka Jelic""}",2013-01-18T07:45:00.000+0000,Drazenka Jelic,16,2013-01-18T07:00:00.000+0000
903,50,1,911,3,1099,1001,16,10,2013-01-17,17428,false,null,null,"Unit 257, 1715 Samaniego Street",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1953""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:50:00"",""ConNote"":""EAN-125-1953"",""DriverID"":16,""Latitude"":39.0820511,""Longitude"":-79.6453386,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:50:00"",""ReceivedBy"":""Marcela Jankova""}",2013-01-18T07:50:00.000+0000,Marcela Jankova,16,2013-01-18T07:00:00.000+0000
904,958,958,912,3,3158,3158,16,10,2013-01-17,15223,false,null,null,"Suite 23, 1356 Dao Avenue",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1954""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T07:55:00"",""ConNote"":""EAN-125-1954"",""DriverID"":16,""Latitude"":26.1947962,""Longitude"":-98.1836216,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T07:55:00"",""ReceivedBy"":""Valentin Tirlea""}",2013-01-18T07:55:00.000+0000,Valentin Tirlea,16,2013-01-18T07:00:00.000+0000
905,533,401,913,3,2265,2001,14,10,2013-01-17,14439,false,null,null,"Shop 131, 880 Mannik Lane",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1955""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:00:00"",""ConNote"":""EAN-125-1955"",""DriverID"":16,""Latitude"":35.5548377,""Longitude"":-97.5727124,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:00:00"",""ReceivedBy"":""Vanita Bhowmick""}",2013-01-18T08:00:00.000+0000,Vanita Bhowmick,16,2013-01-18T07:00:00.000+0000
906,499,401,914,3,2197,2001,16,10,2013-01-17,14800,false,null,null,"Shop 20, 1046 Saucier Road",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1956""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:05:00"",""ConNote"":""EAN-125-1956"",""DriverID"":16,""Latitude"":39.8500679,""Longitude"":-82.1220868,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:05:00"",""ReceivedBy"":""Masa Buecek""}",2013-01-18T08:05:00.000+0000,Masa Buecek,16,2013-01-18T07:00:00.000+0000
907,577,401,915,3,2353,2001,15,10,2013-01-17,14472,false,null,null,"Shop 170, 1688 Madhunapantula Avenue",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1957""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:10:00"",""ConNote"":""EAN-125-1957"",""DriverID"":16,""Latitude"":42.6292474,""Longitude"":-73.3581648,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:10:00"",""ReceivedBy"":""Taner YÄ±lmaz""}",2013-01-18T08:10:00.000+0000,Taner YÄ±lmaz,16,2013-01-18T07:00:00.000+0000
908,47,1,916,3,1093,1001,2,10,2013-01-17,16027,false,null,null,"Unit 91, 1371 Saarijarvi Avenue",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1958""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:15:00"",""ConNote"":""EAN-125-1958"",""DriverID"":16,""Latitude"":34.6769294,""Longitude"":-118.4453598,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:15:00"",""ReceivedBy"":""Serhat Akbulut""}",2013-01-18T08:15:00.000+0000,Serhat Akbulut,16,2013-01-18T07:00:00.000+0000
909,128,1,917,3,1255,1001,8,10,2013-01-17,11738,false,null,null,"Shop 92, 999 Kasesalu Road",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1959""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:20:00"",""ConNote"":""EAN-125-1959"",""DriverID"":16,""Latitude"":39.9033204,""Longitude"":-105.6444469,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:20:00"",""ReceivedBy"":""Jure Grabensek""}",2013-01-18T08:20:00.000+0000,Jure Grabensek,16,2013-01-18T07:00:00.000+0000
910,406,401,918,3,2011,2001,6,10,2013-01-17,11925,false,null,null,"Suite 287, 581 Ioveanu Crescent",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1960""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:25:00"",""ConNote"":""EAN-125-1960"",""DriverID"":16,""Latitude"":33.2098407,""Longitude"":-87.5691735,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:25:00"",""ReceivedBy"":""Calin Bojin""}",2013-01-18T08:25:00.000+0000,Calin Bojin,16,2013-01-18T07:00:00.000+0000
911,523,401,919,3,2245,2001,20,10,2013-01-17,16076,false,null,null,"Shop 64, 36 Klaus Boulevard",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1961""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:30:00"",""ConNote"":""EAN-125-1961"",""DriverID"":16,""Latitude"":39.6586918,""Longitude"":-79.6411594,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-18T08:30:00"",""ReceivedBy"":""Ankolika Sen""}",2013-01-18T08:30:00.000+0000,Ankolika Sen,16,2013-01-18T07:00:00.000+0000
912,827,827,920,3,3027,3027,15,10,2013-01-17,14920,false,null,null,"Shop 14, 1538 Lampsa Road",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1962""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:35:00"",""ConNote"":""EAN-125-1962"",""DriverID"":16,""Latitude"":40.8938986,""Longitude"":-97.2250424,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:35:00"",""ReceivedBy"":""Crina Grasu""}",2013-01-18T08:35:00.000+0000,Crina Grasu,16,2013-01-18T07:00:00.000+0000
913,595,401,921,3,2389,2001,14,10,2013-01-17,13208,false,null,null,"Shop 65, 1268 Gonzales Road",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1963""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:40:00"",""ConNote"":""EAN-125-1963"",""DriverID"":16,""Latitude"":37.7195742,""Longitude"":-75.6654845,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:40:00"",""ReceivedBy"":""Baanuraekha Voleti""}",2013-01-18T08:40:00.000+0000,Baanuraekha Voleti,16,2013-01-18T07:00:00.000+0000
914,918,918,922,3,3118,3118,8,10,2013-01-17,17848,false,null,null,"Shop 12, 1633 Kanaparthi Lane",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1964""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:45:00"",""ConNote"":""EAN-125-1964"",""DriverID"":16,""Latitude"":46.4243971,""Longitude"":-110.0729640,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-18T08:45:00"",""ReceivedBy"":""Isidora Morales""}",2013-01-18T08:45:00.000+0000,Isidora Morales,16,2013-01-18T07:00:00.000+0000
915,598,401,923,3,2395,2001,2,10,2013-01-17,12618,false,null,null,"Unit 219, 207 Negi Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1965""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:50:00"",""ConNote"":""EAN-125-1965"",""DriverID"":16,""Latitude"":22.0749700,""Longitude"":-159.3181431,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:50:00"",""ReceivedBy"":""Margit Molnar""}",2013-01-18T08:50:00.000+0000,Margit Molnar,16,2013-01-18T07:00:00.000+0000
916,166,1,924,3,1331,1001,15,10,2013-01-17,12590,false,null,null,"Suite 116, 1556 Barua Boulevard",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1966""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T08:55:00"",""ConNote"":""EAN-125-1966"",""DriverID"":16,""Latitude"":31.1359813,""Longitude"":-102.2243041,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T08:55:00"",""ReceivedBy"":""Vlastimil Bohuslav""}",2013-01-18T08:55:00.000+0000,Vlastimil Bohuslav,16,2013-01-18T07:00:00.000+0000
917,137,1,925,3,1273,1001,14,10,2013-01-17,12579,false,null,null,"Suite 272, 931 Han Crescent",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1967""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:00:00"",""ConNote"":""EAN-125-1967"",""DriverID"":16,""Latitude"":39.6199647,""Longitude"":-110.8343268,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:00:00"",""ReceivedBy"":""Chandrakanta Benjaree""}",2013-01-18T09:00:00.000+0000,Chandrakanta Benjaree,16,2013-01-18T07:00:00.000+0000
918,566,401,926,3,2331,2001,8,10,2013-01-17,14429,false,null,null,"Unit 175, 593 Mokkapati Road",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1968""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:05:00"",""ConNote"":""EAN-125-1968"",""DriverID"":16,""Latitude"":31.7078658,""Longitude"":-111.0645359,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-18T09:05:00"",""ReceivedBy"":""Corneliu Vladu""}",2013-01-18T09:05:00.000+0000,Corneliu Vladu,16,2013-01-18T07:00:00.000+0000
919,489,401,927,3,2177,2001,2,10,2013-01-17,13622,false,null,null,"Unit 28, 1960 Pak Street",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1969""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:10:00"",""ConNote"":""EAN-125-1969"",""DriverID"":16,""Latitude"":45.9860625,""Longitude"":-89.5326435,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:10:00"",""ReceivedBy"":""Varuna Ganguly""}",2013-01-18T09:10:00.000+0000,Varuna Ganguly,16,2013-01-18T07:00:00.000+0000
920,824,824,928,3,3024,3024,3,10,2013-01-17,19878,false,null,null,"Suite 22, 530 Kellnerova Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1970""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:15:00"",""ConNote"":""EAN-125-1970"",""DriverID"":16,""Latitude"":33.8945496,""Longitude"":-87.7000188,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:15:00"",""ReceivedBy"":""Risto Valbe""}",2013-01-18T09:15:00.000+0000,Risto Valbe,16,2013-01-18T07:00:00.000+0000
921,461,401,929,3,2121,2001,15,10,2013-01-17,10057,false,null,null,"Shop 59, 75 Chang Crescent",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1971""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:20:00"",""ConNote"":""EAN-125-1971"",""DriverID"":16,""Latitude"":31.2810176,""Longitude"":-94.9135442,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:20:00"",""ReceivedBy"":""Ganesh Mukherjee""}",2013-01-18T09:20:00.000+0000,Ganesh Mukherjee,16,2013-01-18T07:00:00.000+0000
922,812,812,930,3,3012,3012,14,10,2013-01-17,16544,false,null,null,"Suite 24, 1997 Purins Lane",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1972""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:25:00"",""ConNote"":""EAN-125-1972"",""DriverID"":16,""Latitude"":37.2175425,""Longitude"":-87.0488847,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:25:00"",""ReceivedBy"":""Celica Barajas""}",2013-01-18T09:25:00.000+0000,Celica Barajas,16,2013-01-18T07:00:00.000+0000
923,427,401,931,3,2053,2001,14,10,2013-01-17,12037,false,null,null,"Shop 205, 840 Rezaei Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1973""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:30:00"",""ConNote"":""EAN-125-1973"",""DriverID"":16,""Latitude"":42.7697810,""Longitude"":-78.8664229,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:30:00"",""ReceivedBy"":""Ivica LuÄic""}",2013-01-18T09:30:00.000+0000,Ivica LuÄic,16,2013-01-18T07:00:00.000+0000
924,528,401,932,3,2255,2001,14,10,2013-01-17,13201,false,null,null,"Suite 238, 727 Yavuz Street",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1974""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:35:00"",""ConNote"":""EAN-125-1974"",""DriverID"":16,""Latitude"":37.3823434,""Longitude"":-80.8225774,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:35:00"",""ReceivedBy"":""Kaya ozbek""}",2013-01-18T09:35:00.000+0000,Kaya ozbek,16,2013-01-18T07:00:00.000+0000
925,586,401,933,3,2371,2001,3,10,2013-01-17,19548,false,null,null,"Shop 204, 167 Kubatova Lane",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1975""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:40:00"",""ConNote"":""EAN-125-1975"",""DriverID"":16,""Latitude"":29.1924772,""Longitude"":-81.9173071,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-18T09:40:00"",""ReceivedBy"":""Anete Kundzina""}",2013-01-18T09:40:00.000+0000,Anete Kundzina,16,2013-01-18T07:00:00.000+0000
926,548,401,934,3,2295,2001,8,10,2013-01-17,14523,false,null,null,"Unit 40, 63 Celmina Road",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1976""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:45:00"",""ConNote"":""EAN-125-1976"",""DriverID"":16,""Latitude"":42.2269684,""Longitude"":-87.9797968,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:45:00"",""ReceivedBy"":""Crina Nechita""}",2013-01-18T09:45:00.000+0000,Crina Nechita,16,2013-01-18T07:00:00.000+0000
927,855,855,935,3,3055,3055,2,10,2013-01-17,11659,false,null,null,"Shop 31, 1552 Johansson Lane",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-17T12:00:00"",""ConNote"":""EAN-125-1977""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-18T09:50:00"",""ConNote"":""EAN-125-1977"",""DriverID"":16,""Latitude"":37.7944806,""Longitude"":-93.5779815,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-18T09:50:00"",""ReceivedBy"":""Anna Mazzanti""}",2013-01-18T09:50:00.000+0000,Anna Mazzanti,16,2013-01-18T07:00:00.000+0000
